iter	Passed	Remaining
1661	67985	34279
1662	68022	34236
1663	68063	34195
1664	68098	34151
1665	68144	34113
1666	68180	34069
1667	68222	34029
1668	68258	33986
1669	68313	33952
1670	68351	33909
1671	68388	33866
1672	68428	33825
1673	68473	33786
1674	68517	33747
1675	68553	33704
1676	68595	33663
1677	68633	33621
1678	68667	33576
1679	68711	33537
1680	68753	33497
1681	68789	33454
1682	68827	33411
1683	68869	33371
1684	68911	33331
1685	68949	33288
1686	68989	33247
1687	69029	33206
1688	69062	33161
1689	69097	33117
1690	69136	33075
1691	69174	33033
1692	69220	32995
1693	69262	32954
1694	69299	32912
1695	69343	32872
1696	69379	32829
1697	69417	32787
1698	69459	32746
1699	69496	32704
1700	69534	32661
1701	69578	32622
1702	69621	32582
1703	69664	32543
1704	69707	32502
1705	69746	32460
1706	69786	32419
1707	69821	32376
1708	69861	32334
1709	69897	32291
1710	69937	32250
1711	69978	32209
1712	70018	32168
1713	70056	32126
1714	70089	32082
1715	70129	32040
1716	70173	32000
1717	70213	31959
1718	70255	31919
1719	70295	31878
1720	70333	31835
1721	70380	31797
1722	70419	31756
1723	70462	31716
1724	70499	31673
1725	70542	31633
1726	70583	31592
1727	70626	31552
1728	70666	31511
1729	70700	31467
1730	70747	31429
1731	70781	31385
1732	70820	31344
1733	70860	31302
1734	70894	31258
1735	70929	31215
1736	70966	31173
1737	71008	31132
1738	71060	31096
1739	71103	31056
1740	71145	31016
1741	71184	30974
1742	71224	30933
1743	71268	30893
1744	71312	30854
1745	71347	30810
1746	71386	30769
1747	71425	30727
1748	71463	30685
1749	71503	30644
1750	71545	30604
1751	71581	30561
1752	71622	30520
1753	71667	30481
1754	71709	30440
1755	71748	30398
1756	71791	30359
1757	71830	30317
1758	71864	30273
1759	71911	30235
1760	71950	30193
1761	71986	30150
1762	72030	30111
1763	72074	30071
1764	72108	30028
1765	72151	29988
1766	72188	29945
1767	72231	29905
1768	72272	29864
1769	72318	29826
1770	72355	29783
1771	72395	29742
1772	72429	29698
1773	72469	29657
1774	72519	29620
1775	72557	29578
1776	72595	29536
1777	72631	29493
1778	72672	29452
1779	72717	29413
1780	72760	29373
1781	72802	29333
1782	72841	29291
1783	72878	29249
1784	72916	29207
1785	72957	29166
1786	72993	29123
1787	73033	29082
1788	73076	29042
1789	73120	29003
1790	73160	28961
1791	73196	28919
1792	73232	28876
1793	73269	28834
1794	73303	28790
1795	73347	28750
1796	73385	28709
1797	73419	28665
1798	73465	28626
1799	73510	28587
1800	73551	28546
1801	73586	28503
1802	73621	28460
1803	73659	28418
1804	73693	28375
1805	73735	28334
1806	73772	28292
1807	73815	28252
1808	73856	28211
1809	73894	28169
1810	73937	28129
1811	73985	28091
1812	74023	28049
1813	74067	28010
1814	74103	27967
1815	74141	27925
1816	74177	27882
1817	74214	27840
1818	74253	27799
1819	74292	27757
1820	74330	27715
1821	74368	27673
1822	74404	27631
1823	74449	27592
1824	74495	27553
1825	74529	27509
1826	74566	27467
1827	74605	27426
1828	74644	27384
1829	74683	27342
1830	74725	27302
1831	74764	27261
1832	74809	27222
1833	74856	27183
1834	74895	27142
1835	74930	27099
1836	74975	27059
1837	75009	27016
1838	75044	26973
1839	75092	26935
1840	75133	26894
1841	75172	26853
1842	75214	26812
1843	75269	26777
1844	75304	26733
1845	75345	26693
1846	75383	26651
1847	75433	26613
1848	75467	26570
1849	75507	26529
1850	75548	26488
1851	75589	26448
1852	75630	26407
1853	75675	26368
1854	75717	26327
1855	75755	26285
1856	75797	26245
1857	75832	26202
1858	75870	26160
1859	75916	26121
1860	75956	26080
1861	76000	26040
1862	76037	25998
1863	76077	25957
1864	76112	25914
1865	76153	25874
1866	76188	25831
1867	76223	25788
1868	76255	25745
1869	76294	25703
1870	76338	25663
1871	76389	25626
1872	76429	25585
1873	76477	25546
1874	76516	25505
1875	76559	25465
1876	76598	25423
1877	76638	25382
1878	76679	25342
1879	76715	25299
1880	76753	25258
1881	76794	25217
1882	76828	25174
1883	76874	25135
1884	76910	25092
1885	76945	25049
1886	76984	25008
1887	77025	24968
1888	77057	24924
1889	77093	24882
1890	77132	24840
1891	77171	24799
1892	77210	24757
1893	77251	24717
1894	77297	24677
1895	77334	24636
1896	77368	24593
1897	77405	24551
1898	77443	24509
1899	77487	24469
1900	77526	24428
1901	77561	24385
1902	77602	24344
1903	77652	24307
1904	77699	24268
1905	77742	24228
1906	77778	24185
1907	77818	24145
1908	77857	24103
1909	77896	24062
1910	77937	24021
1911	77977	23980
1912	78015	23939
1913	78052	23897
1914	78090	23855
1915	78132	23814
1916	78172	23773
1917	78209	23731
1918	78252	23691
1919	78293	23651
1920	78335	23610
1921	78369	23567
1922	78404	23525
1923	78447	23485
1924	78492	23445
1925	78527	23403
1926	78568	23362
1927	78607	23321
1928	78638	23277
1929	78671	23234
1930	78712	23194
1931	78758	23154
1932	78799	23114
1933	78835	23071
1934	78868	23028
1935	78903	22986
1936	78939	22944
1937	78982	22904
1938	79021	22862
1939	79064	22822
1940	79104	22781
1941	79150	22742
1942	79193	22702
1943	79240	22663
1944	79282	22622
1945	79319	22581
1946	79357	22539
1947	79396	22498
1948	79435	22457
1949	79478	22417
1950	79521	22376
1951	79556	22334
1952	79593	22292
1953	79635	22252
1954	79670	22210
1955	79711	22169
1956	79746	22127
1957	79785	22085
1958	79821	22043
1959	79855	22001
1960	79895	21960
1961	79937	21919
1962	79979	21879
1963	80014	21836
1964	80047	21794
1965	80090	21753
1966	80135	21714
1967	80174	21673
1968	80213	21632
1969	80253	21590
1970	80295	21550
1971	80331	21508
1972	80371	21467
1973	80407	21425
1974	80449	21385
1975	80490	21344
1976	80527	21302
1977	80568	21262
1978	80601	21219
1979	80639	21177
1980	80676	21136
1981	80717	21095
1982	80757	21054
1983	80793	21012
1984	80834	20972
1985	80872	20930
1986	80919	20891
1987	80958	20850
1988	80998	20809
1989	81038	20768
1990	81080	20728
1991	81120	20687
1992	81158	20645
1993	81194	20604
1994	81234	20563
1995	81273	20521
1996	81314	20481
1997	81351	20439
1998	81391	20398
1999	81435	20358
2000	81476	20318
2001	81515	20277
2002	81560	20237
2003	81604	20197
2004	81642	20156
2005	81683	20115
2006	81736	20077
2007	81774	20036
2008	81823	19997
2009	81862	19956
2010	81937	19924
2011	81973	19882
2012	82013	19841
2013	82049	19799
2014	82094	19759
2015	82132	19718
2016	82177	19678
2017	82225	19639
2018	82266	19598
2019	82306	19557
2020	82346	19517
2021	82388	19476
2022	82429	19435
2023	82469	19395
2024	82505	19353
2025	82544	19311
2026	82586	19271
2027	82621	19229
2028	82658	19187
2029	82700	19147
2030	82743	19107
2031	82784	19066
2032	82822	19025
2033	82869	18985
2034	82914	18946
2035	82962	18906
2036	83002	18866
2037	83039	18824
2038	83082	18784
2039	83119	18742
2040	83157	18701
2041	83196	18660
2042	83229	18617
2043	83273	18577
2044	83307	18535
2045	83349	18494
2046	83389	18454
2047	83425	18412
2048	83469	18372
2049	83507	18331
2050	83551	18290
2051	83594	18250
2052	83629	18208
2053	83665	18166
2054	83702	18125
2055	83749	18085
2056	83785	18044
2057	83833	18005
2058	83871	17963
2059	83912	17923
2060	83949	17881
2061	84001	17843
2062	84036	17801
2063	84074	17759
2064	84116	17719
2065	84154	17678
2066	84190	17636
2067	84232	17595
2068	84269	17554
2069	84316	17514
2070	84358	17474
2071	84390	17431
2072	84432	17391
2073	84475	17351
2074	84509	17309
2075	84549	17268
2076	84589	17227
2077	84629	17186
2078	84665	17144
2079	84704	17103
2080	84748	17063
2081	84790	17023
2082	84833	16983
2083	84873	16942
2084	84915	16901
2085	84961	16861
2086	85001	16821
2087	85043	16780
2088	85086	16740
2089	85124	16699
2090	85158	16657
2091	85192	16615
2092	85228	16573
2093	85273	16533
2094	85317	16493
2095	85361	16453
2096	85398	16411
2097	85438	16371
2098	85480	16330
2099	85516	16288
2100	85552	16247
2101	85591	16206
2102	85633	16165
2103	85677	16125
2104	85725	16086
2105	85762	16044
2106	85801	16003
2107	85844	15963
2108	85886	15923
2109	85927	15882
2110	85969	15841
2111	86008	15800
2112	86047	15759
2113	86087	15718
2114	86122	15677
2115	86157	15635
2116	86201	15595
2117	86245	15555
2118	86281	15513
2119	86320	15472
2120	86361	15431
2121	86403	15391
2122	86452	15352
2123	86510	15314
2124	86552	15273
2125	86643	15242
2126	86723	15208
2127	86779	15170
2128	86837	15132
2129	86879	15091
2130	86916	15050
2131	86963	15010
2132	87002	14969
2133	87044	14928
2134	87090	14889
2135	87136	14849
2136	87177	14808
2137	87218	14767
2138	87260	14727
2139	87303	14686
2140	87342	14645
2141	87374	14603
2142	87414	14562
2143	87447	14520
2144	87484	14478
2145	87526	14438
2146	87562	14396
2147	87599	14355
2148	87645	14315
2149	87684	14274
2150	87738	14235
2151	87779	14194
2152	87815	14153
2153	87858	14112
2154	87899	14072
2155	87937	14030
2156	87973	13989
2157	88012	13948
2158	88057	13908
2159	88095	13866
2160	88132	13825
2161	88172	13784
2162	88208	13743
2163	88253	13702
2164	88297	13662
2165	88332	13620
2166	88371	13579
2167	88410	13538
2168	88447	13497
2169	88486	13456
2170	88517	13414
2171	88554	13372
2172	88596	13332
2173	88634	13291
2174	88673	13250
2175	88717	13209
2176	88758	13169
2177	88796	13127
2178	88840	13087
2179	88889	13047
2180	88929	13007
2181	88965	12965
2182	89004	12924
2183	89056	12885
2184	89118	12847
2185	89171	12808
2186	89219	12769
2187	89266	12728
2188	89308	12688
2189	89344	12646
2190	89383	12605
2191	89432	12566
2192	89528	12533
2193	89580	12493
2194	89639	12455
2195	89705	12418
2196	89746	12377
2197	89791	12337
2198	89836	12296
2199	89881	12256
2200	89922	12215
2201	89988	12178
2202	90042	12139
2203	90094	12099
2204	90141	12059
2205	90192	12020
2206	90237	11979
2207	90282	11939
2208	90322	11898
2209	90372	11858
2210	90424	11819
2211	90473	11779
2212	90515	11738
2213	90557	11697
2214	90600	11657
2215	90634	11615
2216	90676	11574
2217	90712	11533
2218	90754	11492
2219	90793	11451
2220	90832	11410
2221	90875	11369
2222	90918	11328
2223	90955	11287
2224	90993	11246
2225	91031	11205
2226	91071	11164
2227	91113	11123
2228	91155	11082
2229	91194	11041
2230	91234	11000
2231	91277	10959
2232	91321	10919
2233	91357	10877
2234	91391	10836
2235	91434	10795
2236	91471	10754
2237	91515	10713
2238	91557	10672
2239	91593	10631
2240	91630	10590
2241	91668	10548
2242	91704	10507
2243	91746	10466
2244	91782	10425
2245	91823	10384
2246	91859	10342
2247	91898	10301
2248	91938	10260
2249	91985	10220
2250	92020	10179
2251	92063	10138
2252	92100	10097
2253	92142	10056
2254	92185	10015
2255	92224	9974
2256	92261	9933
2257	92301	9892
2258	92345	9851
2259	92383	9810
2260	92423	9769
2261	92474	9729
2262	92525	9690
2263	92578	9650
2264	92623	9609
2265	92676	9570
2266	92734	9531
2267	92789	9491
2268	92849	9452
2269	92899	9412
2270	92951	9372
2271	92996	9332
2272	93043	9292
2273	93083	9251
2274	93122	9209
2275	93167	9169
2276	93205	9128
2277	93240	9086
2278	93277	9045
2279	93321	9004
2280	93358	8963
2281	93398	8922
2282	93438	8881
2283	93473	8839
2284	93519	8799
2285	93565	8759
2286	93602	8717
2287	93642	8676
2288	93680	8635
2289	93719	8594
2290	93759	8553
2291	93797	8512
2292	93835	8470
2293	93878	8430
2294	93917	8389
2295	93951	8347
2296	93989	8306
2297	94033	8265
2298	94076	8225
2299	94119	8184
2300	94160	8143
2301	94199	8102
2302	94241	8061
2303	94286	8020
2304	94327	7979
2305	94369	7939
2306	94410	7898
2307	94453	7857
2308	94489	7816
2309	94535	7775
2310	94571	7734
2311	94621	7694
2312	94664	7653
2313	94709	7612
2314	94747	7571
2315	94786	7530
2316	94825	7489
2317	94865	7448
2318	94903	7407
2319	94953	7367
2320	94995	7326
2321	95035	7285
2322	95071	7243
2323	95109	7202
2324	95148	7161
2325	95185	7120
2326	95219	7079
2327	95261	7038
2328	95308	6997
2329	95347	6956
2330	95381	6915
2331	95423	6874
2332	95470	6833
2333	95511	6793
2334	95553	6752
2335	95595	6711
2336	95634	6670
2337	95674	6629
2338	95732	6589
2339	95814	6551
2340	95876	6511
2341	95922	6471
2342	95969	6430
2343	96018	6390
2344	96057	6349
2345	96106	6308
2346	96149	6267
2347	96194	6227
2348	96238	6186
2349	96285	6145
2350	96332	6105
2351	96382	6064
2352	96427	6024
2353	96476	5983
2354	96519	5942
2355	96563	5902
2356	96606	5861
2357	96666	5821
2358	96706	5780
2359	96758	5739
2360	96809	5699
2361	96866	5659
2362	96917	5619
2363	96953	5577
2364	97001	5537
2365	97042	5496
2366	97080	5454
2367	97117	5413
2368	97153	5372
2369	97194	5331
2370	97235	5290
2371	97267	5248
2372	97302	5207
2373	97338	5166
2374	97379	5125
2375	97420	5084
2376	97460	5043
2377	97501	5002
2378	97536	4960
2379	97571	4919
2380	97604	4878
2381	97641	4836
2382	97681	4795
2383	97721	4754
2384	97761	4713
2385	97807	4673
2386	97853	4632
2387	97894	4591
2388	97937	4550
2389	97976	4509
2390	98019	4468
2391	98060	4427
2392	98105	4386
2393	98157	4346
2394	98198	4305
2395	98237	4264
2396	98278	4223
2397	98315	4181
2398	98353	4140
2399	98393	4099
2400	98430	4058
2401	98468	4017
2402	98509	3976
2403	98547	3935
2404	98588	3894
2405	98634	3853
2406	98673	3812
2407	98708	3771
2408	98750	3730
2409	98791	3689
2410	98841	3648
2411	98876	3607
2412	98918	3566
2413	98956	3525
2414	98995	3484
2415	99034	3443
2416	99082	3402
2417	99124	3361
2418	99168	3320
2419	99201	3279
2420	99242	3238
2421	99279	3197
2422	99325	3156
2423	99366	3115
2424	99404	3074
2425	99446	3033
2426	99484	2992
2427	99523	2951
2428	99564	2910
2429	99621	2869
2430	99685	2829
2431	99794	2790
2432	99835	2749
2433	99875	2708
2434	99914	2667
2435	99949	2625
2436	99986	2584
2437	100028	2543
2438	100073	2502
2439	100113	2461
2440	100153	2420
2441	100193	2379
2442	100228	2338
2443	100263	2297
2444	100300	2256
2445	100341	2215
2446	100385	2174
2447	100425	2133
2448	100464	2092
2449	100532	2051
2450	100576	2010
2451	100619	1969
2452	100680	1929
2453	100752	1888
2454	100794	1847
2455	100845	1806
2456	100888	1765
2457	100928	1724
2458	100966	1683
2459	101008	1642
2460	101053	1601
2461	101098	1560
2462	101150	1519
2463	101201	1478
2464	101244	1437
2465	101296	1396
2466	101340	1355
2467	101377	1314
2468	101417	1273
2469	101459	1232
2470	101497	1191
2471	101551	1150
2472	101625	1109
2473	101667	1068
2474	101719	1027
2475	101764	986
2476	101804	945
2477	101851	904
2478	101894	863
2479	101937	822
2480	101981	780
2481	102033	739
2482	102075	698
2483	102119	657
2484	102159	616
2485	102200	575
2486	102243	534
2487	102282	493
2488	102317	452
2489	102356	411
2490	102397	369
2491	102440	328
2492	102478	287
2493	102517	246
2494	102551	205
2495	102592	164
2496	102634	123
2497	102674	82
2498	102716	41
2499	102755	0
