iter	MultiClass
471	0.4462243056
472	0.4459245702
473	0.4457125642
474	0.4454398324
475	0.445163781
476	0.4448427585
477	0.4444875857
478	0.4443668615
479	0.4441563805
480	0.4439147057
481	0.4436181165
482	0.443434243
483	0.4431535444
484	0.4430237086
485	0.4428875156
486	0.4426809185
487	0.4424878816
488	0.4423632368
489	0.4420743503
490	0.4419203549
491	0.4417451012
492	0.4415795737
493	0.4413820186
494	0.4412378839
495	0.4409465755
496	0.4407106847
497	0.440586529
498	0.4403384965
499	0.4401448025
500	0.4399036294
501	0.439724399
502	0.4395494396
503	0.4394238092
504	0.439267145
505	0.4390864174
506	0.4388728178
507	0.4386354447
508	0.4383546265
509	0.4382224729
510	0.4380111296
511	0.4378212435
512	0.4376840629
513	0.4373916817
514	0.4371824617
515	0.4370018606
516	0.4368257373
517	0.4366034738
518	0.4363661745
519	0.4361052303
520	0.4360442574
521	0.435836906
522	0.4355625517
523	0.435357978
524	0.4352187406
525	0.4349216753
526	0.4346776486
527	0.4345090383
528	0.4343979673
529	0.4342397259
530	0.4341236652
531	0.4339369862
532	0.4337070366
533	0.4334754505
534	0.4333315576
535	0.4332448437
536	0.4329920091
537	0.4328289708
538	0.43260882
539	0.4323648883
540	0.4321250189
541	0.4319616789
542	0.4318423564
543	0.4315658776
544	0.4314081777
545	0.4312465184
546	0.4309760398
547	0.43082201
548	0.4306470068
549	0.4304930871
550	0.4303276245
551	0.4301567538
552	0.4298054003
553	0.4296401629
554	0.4295098923
555	0.42921029
556	0.4290460747
557	0.4288926951
558	0.4286292253
559	0.4284527739
560	0.4282954922
561	0.4280703116
562	0.4278500261
563	0.4277139839
564	0.427505778
565	0.4272874759
566	0.4270377776
567	0.4268188087
568	0.4266671523
569	0.4264734285
570	0.4263150938
571	0.4260303306
572	0.4259273808
573	0.4257584602
574	0.425476337
575	0.4251459271
576	0.4249344594
577	0.4246597254
578	0.4245261598
579	0.4243330347
580	0.4242662995
581	0.424054761
582	0.4238365279
583	0.4235014583
584	0.423339329
585	0.4230268232
586	0.4228134692
587	0.4226966145
588	0.4224539218
589	0.4222214146
590	0.4220346145
591	0.421646226
592	0.4215328065
593	0.4212894273
594	0.4211690135
595	0.4209741241
596	0.4206747532
597	0.420435311
598	0.4202735064
599	0.420118456
600	0.4200003106
601	0.4198221158
602	0.4196903165
603	0.4195936992
604	0.4193943658
605	0.4192311585
606	0.4189383753
607	0.4187888043
608	0.4185788057
609	0.4183532537
610	0.4181956293
611	0.4179850596
612	0.4177126543
613	0.4175982878
614	0.4175069578
615	0.4171978735
616	0.4168986727
617	0.4166723934
618	0.4163557409
619	0.4161836292
620	0.4160198856
621	0.4158744129
622	0.4156797045
623	0.4153967059
624	0.4152198592
625	0.4151340627
626	0.4149886574
627	0.4147744053
628	0.4145920034
629	0.4144049143
630	0.4141979638
631	0.4140153177
632	0.4138478989
633	0.4136677156
634	0.4133890541
635	0.4132191932
636	0.4130560863
637	0.4126800626
638	0.4125841156
639	0.4124654445
640	0.4122611405
641	0.4119126692
642	0.4117784758
643	0.4116510612
644	0.4115299408
645	0.4114675512
646	0.4112950005
647	0.4110829312
648	0.4108657255
649	0.4106671899
650	0.4103473719
651	0.4101671265
652	0.4100151412
653	0.4099542142
654	0.409829816
655	0.4096320277
656	0.409591729
657	0.409438951
658	0.4092587651
659	0.4090090591
660	0.4088783565
661	0.4086501497
662	0.4085099146
663	0.4083315265
664	0.4080973939
665	0.4078488677
666	0.4076345426
667	0.4074853701
668	0.4071999275
669	0.4070692404
670	0.4069434288
671	0.4067117738
672	0.4065242271
673	0.4062510712
674	0.4062051412
675	0.4059511336
676	0.4057797027
677	0.4055761712
678	0.4053238561
679	0.4052087903
680	0.4050713372
681	0.4047894922
682	0.4045658914
683	0.4044419536
684	0.4043232475
685	0.4040803506
686	0.4039705118
687	0.4037180575
688	0.4036246312
689	0.4033736474
690	0.4031806655
691	0.4029515537
692	0.402754039
693	0.4026010655
694	0.4023510544
695	0.4022710677
696	0.4021898527
697	0.4020685504
698	0.4019351012
699	0.4018836434
700	0.4016910135
701	0.4015035763
702	0.401446194
703	0.4012484149
704	0.4010570533
705	0.4008209792
706	0.4006663746
707	0.400498092
708	0.400223146
709	0.4000526055
710	0.3999222882
711	0.3996809245
712	0.3995285479
713	0.3993673134
714	0.3991955367
715	0.3989862654
716	0.3987188579
717	0.3985181156
718	0.3983836457
719	0.3980881668
720	0.397854956
721	0.397583817
722	0.3974831814
723	0.3974035511
724	0.3972445339
725	0.3971529582
726	0.3970263561
727	0.3967774295
728	0.3966800419
729	0.3965255841
730	0.39628834
731	0.3960858685
732	0.395867343
733	0.3955884126
734	0.3952480919
735	0.3949038473
736	0.3947010419
737	0.3945205857
738	0.3943332481
739	0.3941373275
740	0.3940040526
741	0.3939046041
742	0.3937835115
743	0.3935612773
744	0.3934180639
745	0.3932382211
746	0.3930797423
747	0.3928875077
748	0.3927080988
749	0.3925504588
750	0.3924075951
751	0.3922129143
752	0.3921067505
753	0.3919378851
754	0.3917982252
755	0.3916358086
756	0.3914773694
757	0.3912715048
758	0.3910946748
759	0.3909667442
760	0.3907270579
761	0.3905483398
762	0.3902455962
763	0.3901387398
764	0.3900118084
765	0.3898283586
766	0.3896910207
767	0.3895951346
768	0.3894544844
769	0.3892787479
770	0.3890725398
771	0.3888713093
772	0.3886466688
773	0.3884657763
774	0.3883257975
775	0.3881724245
776	0.3880645252
777	0.3878804408
778	0.3876367427
779	0.3874973368
780	0.3872432011
781	0.3871089652
782	0.387012828
783	0.386882281
784	0.3867211408
785	0.3864508887
786	0.3861494727
787	0.3859720154
788	0.3858336984
789	0.3856153764
790	0.3854703535
791	0.3852966325
792	0.3851032352
793	0.3848699267
794	0.3847022449
795	0.3845755797
796	0.3843218589
797	0.3842144064
798	0.3840579242
799	0.383868636
800	0.3837247589
801	0.3834765256
802	0.3833283739
803	0.3831768397
804	0.3830118794
805	0.3828640069
806	0.3826434159
807	0.3824648801
808	0.3823298553
809	0.3821612861
810	0.3820106833
811	0.3818074246
812	0.3816780366
813	0.3815562572
814	0.3814122979
815	0.3812741815
816	0.3810509389
817	0.3808194038
818	0.3807425524
819	0.3805897445
820	0.3804181994
821	0.3801770259
822	0.380059468
823	0.3798019201
824	0.3796489765
825	0.3794970642
826	0.3793388889
827	0.3790769943
828	0.3789733466
829	0.3788150053
830	0.3787012696
831	0.378462954
832	0.378192802
833	0.3780386825
834	0.3778632289
835	0.377697456
836	0.3775007372
837	0.3773188627
838	0.3770689985
839	0.3769162325
840	0.3767218759
841	0.3765668168
842	0.3764325866
843	0.3763314341
844	0.3761992595
845	0.376090769
846	0.3759509241
847	0.375783742
848	0.3755346996
849	0.3753644384
850	0.3752486546
851	0.3749952627
852	0.3748418509
853	0.3746184772
854	0.3744824064
855	0.3743514675
856	0.374260159
857	0.374042886
858	0.373953712
859	0.3737468168
860	0.373470367
861	0.3733231067
862	0.3730790264
863	0.3729090021
864	0.3727358493
865	0.3725515498
866	0.3723920143
867	0.3722362129
868	0.3719792502
869	0.3717822183
870	0.3716451148
871	0.371440295
872	0.3713310716
873	0.3711442727
874	0.37091297
875	0.3706905287
876	0.3705216785
877	0.3702951025
878	0.3701335884
879	0.3699513844
880	0.3697788654
881	0.3695990283
882	0.369478509
883	0.3693798582
884	0.3692462311
885	0.3690806567
886	0.3690244652
887	0.3688204627
888	0.3685939126
889	0.3684422833
890	0.3683117516
891	0.3681022562
892	0.3678710377
893	0.3677161606
894	0.3675939336
895	0.367414561
896	0.3672170711
897	0.3670214395
898	0.3669075527
899	0.3666618545
900	0.3665185304
901	0.3663264191
902	0.3661159321
903	0.3659121411
904	0.3657317624
905	0.3655003396
906	0.3653812009
907	0.3651345275
908	0.3650246178
909	0.364840424
910	0.364665437
911	0.3644727248
912	0.3643435194
913	0.3642160952
914	0.3640688432
915	0.3638414296
916	0.3636902515
917	0.3635599372
918	0.3634165854
919	0.3632947906
920	0.3630853265
921	0.3629489286
922	0.3628442811
923	0.3627175771
924	0.3625470408
925	0.3623710971
926	0.3622332591
927	0.3620360737
928	0.3619275593
929	0.36175383
930	0.3615479366
931	0.3613767109
932	0.3612642274
933	0.3611433127
934	0.360985163
935	0.3607718575
936	0.3605507688
937	0.360398894
938	0.3602538894
939	0.3600208721
940	0.3597864862
941	0.3596197263
942	0.3594469036
943	0.3592967052
944	0.3591623948
945	0.3590031453
946	0.358850469
947	0.3586384334
948	0.3585474489
949	0.3583160822
950	0.3582101749
951	0.3580998402
952	0.3579354152
953	0.3577241979
954	0.3575085667
955	0.3572447319
956	0.3570816825
957	0.3568657416
958	0.3567117534
959	0.3565485223
960	0.356284438
961	0.3560388853
962	0.3558252348
963	0.3557314171
964	0.3555428474
965	0.3553844328
966	0.3552341518
967	0.3551171749
968	0.3550757406
969	0.3549730159
970	0.354718247
971	0.3546237483
972	0.3544787486
973	0.3543905691
974	0.3542239305
975	0.3540171709
976	0.3538625176
977	0.3537007851
978	0.3536191233
979	0.3533927472
980	0.3532123816
981	0.3529984985
982	0.3528025657
983	0.3525880064
984	0.3525161032
985	0.3524235872
986	0.3522533173
987	0.3521156306
988	0.3519533595
989	0.3518037086
990	0.3516454888
991	0.3515442931
992	0.3514513537
993	0.3513009933
994	0.3511639665
995	0.351044482
996	0.3509716907
997	0.3507462043
998	0.3505592102
999	0.3503805083
1000	0.3502062631
1001	0.350013787
1002	0.3498691068
1003	0.3497618282
1004	0.3496325868
1005	0.349440911
1006	0.3492401648
1007	0.3490159886
1008	0.3489301748
1009	0.3487825614
1010	0.3485892641
1011	0.3484073511
1012	0.3482480757
1013	0.3480864319
1014	0.3479765538
1015	0.3478397411
1016	0.3476785701
1017	0.3475135477
1018	0.347377733
1019	0.3471866847
1020	0.3470240946
1021	0.3469384393
1022	0.3467058535
1023	0.3464619824
1024	0.3462862186
1025	0.3460839413
1026	0.3460080386
1027	0.3458221835
1028	0.3457377282
1029	0.3455428376
1030	0.3454424944
1031	0.345279745
1032	0.3451628507
1033	0.345031592
1034	0.3449166476
1035	0.3447003722
1036	0.3445226785
1037	0.3443144725
1038	0.344148974
1039	0.3440693977
1040	0.3439163364
1041	0.3437835077
1042	0.3436024086
1043	0.3433758636
1044	0.3430991933
1045	0.3429177057
1046	0.3426914352
1047	0.3424869943
1048	0.3423196366
1049	0.3420802431
1050	0.3419853674
1051	0.3418589837
1052	0.341721772
1053	0.3416508741
1054	0.3414947348
1055	0.3413050598
1056	0.3412254854
1057	0.34113791
1058	0.3408837859
1059	0.340794964
1060	0.3406524244
1061	0.3404213155
1062	0.3401351821
1063	0.3398839086
1064	0.3397118615
1065	0.3395669067
1066	0.3394812711
1067	0.3393631242
1068	0.3392268777
1069	0.3390292238
1070	0.3389536747
1071	0.3388374191
1072	0.338699774
1073	0.3385824991
1074	0.3384967013
1075	0.3382569087
1076	0.3380524626
1077	0.3380016415
1078	0.3378612688
1079	0.3377392406
1080	0.3375475182
1081	0.337429713
1082	0.3373002449
1083	0.3371666718
1084	0.3369563356
1085	0.3368553968
1086	0.3367567944
1087	0.3366107155
1088	0.3364693965
1089	0.3363041817
1090	0.3361079801
1091	0.335927339
1092	0.3358057582
1093	0.3355924263
1094	0.33542112
1095	0.3353291761
1096	0.335160104
1097	0.3350508472
1098	0.3349100531
1099	0.3347285257
1100	0.3346261086
1101	0.3344086159
1102	0.3341812548
1103	0.333964562
1104	0.333783154
1105	0.3335918421
1106	0.3333748525
1107	0.3332140412
1108	0.3330791845
1109	0.3329383516
1110	0.3328179913
1111	0.3326924842
1112	0.3324805434
1113	0.3323922107
1114	0.3322214717
1115	0.3320984665
1116	0.3319718489
1117	0.3318372548
1118	0.3316591243
1119	0.3315709204
1120	0.3314158286
1121	0.3312579869
1122	0.3311429052
1123	0.3310043202
1124	0.3307733127
1125	0.3306024542
1126	0.3304446385
1127	0.3303195782
1128	0.3301045343
1129	0.3298908457
1130	0.3297994714
1131	0.3296604835
1132	0.3295105868
1133	0.3294051189
1134	0.3292591496
1135	0.3291548213
1136	0.3290812477
1137	0.3289953589
1138	0.3288867822
1139	0.3286915421
1140	0.3285372918
1141	0.3283772051
1142	0.3281470922
1143	0.3279405012
1144	0.3278672865
1145	0.3277037619
1146	0.3275245745
1147	0.3273599632
1148	0.3272408449
1149	0.3271107941
1150	0.3269774705
1151	0.3268594898
1152	0.3267260101
1153	0.3265885687
1154	0.3264069473
1155	0.3262666139
1156	0.3260627994
1157	0.3259842178
1158	0.3259015641
1159	0.3257971665
1160	0.325683589
1161	0.325535606
1162	0.3253905059
1163	0.3252441818
1164	0.3251657991
1165	0.3250346665
1166	0.3249573833
1167	0.3247967597
1168	0.3247197064
1169	0.3245649118
1170	0.3243877535
1171	0.3241959821
1172	0.3240613481
1173	0.3238927427
1174	0.3238105482
1175	0.3237363966
1176	0.3236241006
1177	0.3233904282
1178	0.3233085887
1179	0.3231191388
1180	0.3229079922
1181	0.3227341687
1182	0.3225863916
1183	0.322422621
1184	0.3223036373
1185	0.3222036543
1186	0.3220837819
1187	0.3219882993
1188	0.3219177808
1189	0.321806116
1190	0.3216724864
1191	0.3215225062
1192	0.3213562976
1193	0.3211423551
1194	0.3209757607
1195	0.3207615259
1196	0.3205051396
1197	0.3203500903
1198	0.3202550004
1199	0.3201857358
1200	0.3200713793
1201	0.3199632547
1202	0.3198133403
1203	0.3196088586
1204	0.3195283666
1205	0.3192968374
1206	0.3192026121
1207	0.319064138
1208	0.3189097538
1209	0.3187604677
1210	0.3185614592
1211	0.3184100166
1212	0.3181888285
1213	0.318088469
1214	0.3180151078
1215	0.3178547744
1216	0.3176176323
1217	0.3175088039
1218	0.317368138
1219	0.317254163
1220	0.3171409371
1221	0.3171020127
1222	0.3169135561
1223	0.3167295825
1224	0.3165844685
1225	0.3164726702
1226	0.3163220119
1227	0.3161074346
1228	0.3160395505
1229	0.3159636615
1230	0.3158181848
1231	0.3156943853
1232	0.315549612
1233	0.3154607424
1234	0.3153530766
1235	0.315252162
1236	0.3151441821
1237	0.3150873592
1238	0.3149241639
1239	0.3148072482
1240	0.3147198244
1241	0.3145662933
1242	0.3144293553
1243	0.3142959194
1244	0.3140939293
1245	0.3139705818
1246	0.3138640076
1247	0.3137331115
1248	0.3135491031
1249	0.3133946343
1250	0.3132162157
1251	0.3131046883
1252	0.3129384228
1253	0.3128341462
1254	0.312733532
1255	0.3125921226
1256	0.3124631367
1257	0.312363212
1258	0.3121577001
1259	0.3120351049
1260	0.3119834244
1261	0.3118211171
1262	0.3116702348
1263	0.3115535239
1264	0.3113930257
1265	0.3112707176
1266	0.3111271839
1267	0.3110447436
1268	0.3109221323
1269	0.3108008099
1270	0.3106763371
1271	0.3105662849
1272	0.3104175283
1273	0.3102980222
1274	0.3101238968
1275	0.310032576
1276	0.3099879678
1277	0.309902553
1278	0.3097969553
1279	0.3096096745
1280	0.3095370374
1281	0.3094371509
1282	0.309282861
1283	0.3090828871
1284	0.3089641303
1285	0.3088176961
1286	0.3086316166
1287	0.3085207303
1288	0.3084188456
1289	0.3082601735
1290	0.3081020114
1291	0.3079165356
1292	0.3077793096
1293	0.307619881
1294	0.3075401008
1295	0.3074020007
1296	0.3072461108
1297	0.3070985413
1298	0.3068660092
1299	0.3067791039
1300	0.3066663135
1301	0.3065177054
1302	0.3064615637
1303	0.3063997904
1304	0.3062913229
1305	0.3061377403
1306	0.3059723323
1307	0.3057742716
1308	0.3056984097
1309	0.3055445746
1310	0.305365766
1311	0.3052604806
1312	0.305181696
1313	0.3051276135
1314	0.3050065098
1315	0.3049012833
1316	0.30482311
1317	0.3046790198
1318	0.3045349343
1319	0.3044466484
1320	0.3042738887
1321	0.3041164034
1322	0.3039378556
1323	0.3038014829
1324	0.3036319012
1325	0.3034603209
1326	0.3033756963
1327	0.3032199118
1328	0.3031744102
1329	0.3030325966
1330	0.3029402166
1331	0.302797799
1332	0.3027100727
1333	0.3026563542
1334	0.3024709121
1335	0.3023833786
1336	0.3022139711
1337	0.3021251649
1338	0.3020031804
1339	0.3017820483
1340	0.3016559081
1341	0.3015322403
1342	0.3014419892
1343	0.301339478
1344	0.301198077
1345	0.3010097502
1346	0.3008865947
1347	0.3007702833
1348	0.3006178836
1349	0.3005400867
1350	0.3003402636
1351	0.3002035891
1352	0.3001139837
1353	0.2999990655
1354	0.299902128
1355	0.299753074
1356	0.2996282069
1357	0.2994591118
1358	0.2993780746
1359	0.2992533895
1360	0.2991494369
1361	0.2990207652
1362	0.298937422
1363	0.2988334883
1364	0.2986764063
1365	0.2985695227
1366	0.2984254549
1367	0.2982889509
1368	0.2981391007
1369	0.2979824098
1370	0.29786689
1371	0.2978102167
1372	0.2976991402
1373	0.2975826935
1374	0.2974942957
1375	0.2973880085
1376	0.2972476084
1377	0.2971559075
1378	0.2970413937
1379	0.2969513992
1380	0.2968518682
1381	0.2967629751
1382	0.2966303338
1383	0.296520991
1384	0.2964256879
1385	0.2963853445
1386	0.2962425131
1387	0.2961386716
1388	0.2960285918
1389	0.2959191734
1390	0.2958243615
1391	0.2957184679
1392	0.2956299787
1393	0.2954887544
1394	0.295422833
1395	0.2952525462
1396	0.2951854792
1397	0.2950830731
1398	0.294885258
1399	0.2947702139
1400	0.2946355064
1401	0.2944082402
1402	0.2942928803
1403	0.2941966447
1404	0.2940786001
1405	0.2940421391
1406	0.2939406452
1407	0.2936889486
1408	0.2935881658
1409	0.2934551409
1410	0.2933396538
1411	0.2932020574
1412	0.293116076
1413	0.2929455465
1414	0.2928595955
1415	0.292770597
1416	0.2926581755
1417	0.2925371785
1418	0.2924524647
1419	0.2923187116
1420	0.2921664193
1421	0.292080037
1422	0.2919700147
1423	0.2917824399
1424	0.2916447851
1425	0.291560213
1426	0.2913625808
1427	0.291208882
1428	0.2911182901
1429	0.2909901297
1430	0.2908670704
1431	0.290688313
1432	0.2906106912
1433	0.2905493403
1434	0.2904129026
1435	0.2902754153
1436	0.2901638505
1437	0.2900667394
1438	0.289880766
1439	0.2897738988
1440	0.2896778164
1441	0.289604727
1442	0.289499247
1443	0.2893882982
1444	0.2892484648
1445	0.2891382015
1446	0.2889879471
1447	0.2889087582
1448	0.288773746
1449	0.2886356425
1450	0.2884854737
1451	0.2883569804
1452	0.2882069687
1453	0.2881435178
1454	0.2880453494
1455	0.2879968028
1456	0.2878803738
1457	0.2877134373
1458	0.2876220662
1459	0.2875663008
1460	0.2874984583
1461	0.2873493932
1462	0.2872636722
1463	0.2871301732
1464	0.2870210078
1465	0.2869243277
1466	0.2867831951
1467	0.2866918462
1468	0.2865311383
1469	0.2863963949
1470	0.2862895265
1471	0.2861195885
1472	0.2860265459
1473	0.2859291203
1474	0.285813793
1475	0.285625044
1476	0.2855490642
1477	0.2854819285
1478	0.2854020146
1479	0.2852826078
1480	0.2851652325
1481	0.2850712598
1482	0.284999983
1483	0.2849126667
1484	0.2847848622
1485	0.2846921475
1486	0.2846053623
1487	0.2843894197
1488	0.2842787912
1489	0.2841653811
1490	0.2840563875
1491	0.2839688119
1492	0.2837965954
1493	0.2835912844
1494	0.2834832264
1495	0.2834129374
1496	0.2832504302
1497	0.2831145785
1498	0.2830361085
1499	0.2828928514
1500	0.2828031162
1501	0.2827108276
1502	0.2825616149
1503	0.2824128971
1504	0.2822977889
1505	0.2821017253
1506	0.2819380556
1507	0.2818947499
1508	0.2817747527
1509	0.2817228533
1510	0.2816267621
1511	0.2814519364
1512	0.2813345477
1513	0.2812221228
1514	0.2810737218
