iter	MultiClass
1515	0.2809329409
1516	0.2807922977
1517	0.2806934432
1518	0.2805779254
1519	0.280452249
1520	0.2803589264
1521	0.280287305
1522	0.2801772182
1523	0.2800200063
1524	0.2798878314
1525	0.279746023
1526	0.2796231265
1527	0.2794989586
1528	0.2793662897
1529	0.2792278637
1530	0.2790817355
1531	0.2789887103
1532	0.2789122579
1533	0.2788034507
1534	0.2786576699
1535	0.2785112721
1536	0.2783290672
1537	0.2781521497
1538	0.2780024036
1539	0.2778583228
1540	0.2777685243
1541	0.2776430648
1542	0.2774430561
1543	0.277335773
1544	0.2771825318
1545	0.2770516817
1546	0.2768593157
1547	0.2767879636
1548	0.2767154148
1549	0.2765684911
1550	0.2764457628
1551	0.2763106251
1552	0.2761033547
1553	0.2759987634
1554	0.2758981952
1555	0.275751877
1556	0.2756543259
1557	0.2755530935
1558	0.2754130487
1559	0.2753117778
1560	0.2752034785
1561	0.275168695
1562	0.2750112351
1563	0.2749170119
1564	0.2748247721
1565	0.274713489
1566	0.274627438
1567	0.2745385616
1568	0.274450684
1569	0.2743592883
1570	0.2742221039
1571	0.2740875825
1572	0.2739518943
1573	0.2738859165
1574	0.2738155189
1575	0.2736952422
1576	0.2735941078
1577	0.2735119157
1578	0.2734215022
1579	0.2733260419
1580	0.2732030731
1581	0.2729819363
1582	0.2729370118
1583	0.272844062
1584	0.2726930725
1585	0.272581759
1586	0.2724961456
1587	0.2724020674
1588	0.2722505207
1589	0.2721519238
1590	0.2720562065
1591	0.2719415357
1592	0.2717908614
1593	0.2716927732
1594	0.2716165521
1595	0.2715693464
1596	0.2715148042
1597	0.2714411752
1598	0.2713788679
1599	0.2712913045
1600	0.2712005319
1601	0.2710743286
1602	0.2709469549
1603	0.2708015172
1604	0.2707116834
1605	0.2706167103
1606	0.2704308221
1607	0.2703248297
1608	0.2701341032
1609	0.2700355395
1610	0.2699198889
1611	0.2698594387
1612	0.2697584348
1613	0.2696384242
1614	0.2695147883
1615	0.2693841191
1616	0.2693304058
1617	0.2692330252
1618	0.2691486768
1619	0.2690700374
1620	0.2688993055
1621	0.2687907858
1622	0.2687239601
1623	0.2685925359
1624	0.2684543063
1625	0.2683197945
1626	0.2681810005
1627	0.2680963399
1628	0.2680047369
1629	0.267916567
1630	0.267731926
1631	0.2676268596
1632	0.2675292295
1633	0.2674055665
1634	0.2672836863
1635	0.26716339
1636	0.2670703246
1637	0.2669407374
1638	0.2668467506
1639	0.2667442033
1640	0.2666650637
1641	0.2666023705
1642	0.2665185562
1643	0.2664096535
1644	0.2662917993
1645	0.2661360627
1646	0.2660392337
1647	0.2659296245
1648	0.2658080777
1649	0.2656115239
1650	0.2654356273
1651	0.2653882907
1652	0.2652257732
1653	0.2651040328
1654	0.2649714154
1655	0.2648547774
1656	0.2647286059
1657	0.2645970953
1658	0.2644380057
1659	0.2643235509
1660	0.2642136658
1661	0.2640839776
1662	0.2639255345
1663	0.2637737573
1664	0.2636468563
1665	0.2634920581
1666	0.2633962391
1667	0.2632963755
1668	0.2630739296
1669	0.2629512279
1670	0.2628024291
1671	0.262703343
1672	0.2626317853
1673	0.2625195604
1674	0.2624659367
1675	0.2623393718
1676	0.2622027844
1677	0.2620495504
1678	0.2619281996
1679	0.2618638002
1680	0.2617245627
1681	0.261636031
1682	0.2615195792
1683	0.261457437
1684	0.2613389687
1685	0.2612509618
1686	0.2611443384
1687	0.2610196887
1688	0.2609113711
1689	0.2607856596
1690	0.2606824989
1691	0.2605824188
1692	0.2605218835
1693	0.2604037932
1694	0.2602967671
1695	0.2602054971
1696	0.2600534651
1697	0.2599035729
1698	0.2598098975
1699	0.259664928
1700	0.2596262033
1701	0.2595392375
1702	0.2594503615
1703	0.2593821928
1704	0.2592683634
1705	0.2591719835
1706	0.2590466304
1707	0.2589129127
1708	0.2587667367
1709	0.2586165629
1710	0.2585109014
1711	0.258422875
1712	0.2583341516
1713	0.2582055289
1714	0.2581171211
1715	0.2579719601
1716	0.2579106124
1717	0.2578311799
1718	0.2577466811
1719	0.2576621719
1720	0.2575312949
1721	0.2574518313
1722	0.2572848248
1723	0.2571526635
1724	0.2569982232
1725	0.256933044
1726	0.2568658297
1727	0.2568004418
1728	0.2566821342
1729	0.2565618671
1730	0.2564906593
1731	0.2564070544
1732	0.2562978052
1733	0.2561833466
1734	0.2560314848
1735	0.255860978
1736	0.2556728519
1737	0.255599011
1738	0.2555811863
1739	0.2554378046
1740	0.2553629873
1741	0.2552836577
1742	0.255176677
1743	0.255096733
1744	0.25496276
1745	0.2548152474
1746	0.2547178192
1747	0.2546165619
1748	0.2545074842
1749	0.2544434767
1750	0.2543309382
1751	0.2542077614
1752	0.2541283549
1753	0.2540492274
1754	0.2539974708
1755	0.2538857827
1756	0.2538348154
1757	0.25375421
1758	0.2536036516
1759	0.2534798415
1760	0.253396516
1761	0.2532970194
1762	0.2531892013
1763	0.2530968479
1764	0.2528759228
1765	0.252811254
1766	0.2527195846
1767	0.2526374578
1768	0.2525485728
1769	0.2524441394
1770	0.2523270553
1771	0.2521939868
1772	0.2521278806
1773	0.2520202316
1774	0.2519378231
1775	0.2518350435
1776	0.2517249132
1777	0.2516764125
1778	0.251562784
1779	0.2514469107
1780	0.2513384985
1781	0.2512667477
1782	0.2511365285
1783	0.2510357861
1784	0.250911474
1785	0.250845357
1786	0.250716857
1787	0.2505899133
1788	0.2504802011
1789	0.2504194073
1790	0.2502776994
1791	0.2501073571
1792	0.2499352617
1793	0.2498186387
1794	0.2497157593
1795	0.2496335433
1796	0.2495189213
1797	0.2494185862
1798	0.249315762
1799	0.2492088087
1800	0.2491400567
1801	0.2490576208
1802	0.2489683198
1803	0.2488542395
1804	0.2486915025
1805	0.2486002133
1806	0.2484479284
1807	0.2483163525
1808	0.2482501282
1809	0.2481910321
1810	0.2480954815
1811	0.2480575695
1812	0.2479628831
1813	0.2478790153
1814	0.2477378636
1815	0.2476350441
1816	0.2475306412
1817	0.2473976978
1818	0.2472727158
1819	0.247184559
1820	0.2470645999
1821	0.2469036927
1822	0.2468291248
1823	0.2467395293
1824	0.2466773576
1825	0.2465505841
1826	0.2463951986
1827	0.2462852044
1828	0.2462143785
1829	0.2461266951
1830	0.246032251
1831	0.2459425733
1832	0.245842274
1833	0.2457574978
1834	0.2456113959
1835	0.2455171623
1836	0.2454309365
1837	0.2452362893
1838	0.2451367311
1839	0.2450837355
1840	0.2449970335
1841	0.2448870799
1842	0.24478234
1843	0.2447473543
1844	0.2446196436
1845	0.2445420147
1846	0.2444146553
1847	0.2443820065
1848	0.2442626783
1849	0.2441925232
1850	0.2440634525
1851	0.2440087934
1852	0.2439221293
1853	0.2438385292
1854	0.2437719884
1855	0.2436964263
1856	0.2436202267
1857	0.2435407655
1858	0.2434084089
1859	0.2433168876
1860	0.2432232865
1861	0.2431727408
1862	0.2431011975
1863	0.2429921272
1864	0.2429065754
1865	0.2427949864
1866	0.2426787958
1867	0.2424934569
1868	0.2423374624
1869	0.2422209797
1870	0.2421367856
1871	0.2420335159
1872	0.2419305144
1873	0.241834133
1874	0.2417742573
1875	0.2417031174
1876	0.2416240297
1877	0.2415635465
1878	0.2415191928
1879	0.2414022284
1880	0.2413107347
1881	0.2412279667
1882	0.2411307344
1883	0.2410693428
1884	0.2409509098
1885	0.2408346473
1886	0.2407286682
1887	0.240638675
1888	0.2405156074
1889	0.2404269738
1890	0.2403713219
1891	0.2402943358
1892	0.2401742984
1893	0.2400719797
1894	0.2400293786
1895	0.2399536883
1896	0.2398145704
1897	0.2396734495
1898	0.2396148355
1899	0.239518121
1900	0.2394132652
1901	0.2393034147
1902	0.2392233102
1903	0.2391754947
1904	0.2390781698
1905	0.2389926754
1906	0.2389072053
1907	0.2388330106
1908	0.2387487754
1909	0.2386478203
1910	0.2385713941
1911	0.2385230502
1912	0.2384034293
1913	0.2383028446
1914	0.2381937952
1915	0.2380938583
1916	0.238022824
1917	0.237887164
1918	0.2378169766
1919	0.2377256789
1920	0.2376136985
1921	0.2375110625
1922	0.2374270386
1923	0.2373673937
1924	0.2372785943
1925	0.2371058934
1926	0.237023982
1927	0.236921426
1928	0.2367874378
1929	0.2366688576
1930	0.2366223589
1931	0.2365748015
1932	0.236467075
1933	0.2364157323
1934	0.2362802576
1935	0.2361319996
1936	0.2359792888
1937	0.2358888444
1938	0.2357504963
1939	0.2356860705
1940	0.2355607433
1941	0.235524493
1942	0.2354442961
1943	0.2353887431
1944	0.2353423479
1945	0.2352408587
1946	0.2351789114
1947	0.235031479
1948	0.2349330292
1949	0.2348292218
1950	0.2347129188
1951	0.2346329802
1952	0.234519827
1953	0.2344519089
1954	0.2343540895
1955	0.2342956863
1956	0.2341673684
1957	0.234076692
1958	0.2339613656
1959	0.2337642344
1960	0.2336713809
1961	0.2335849202
1962	0.2334981186
1963	0.2334252385
1964	0.2333434112
1965	0.2332969197
1966	0.2332577738
1967	0.233181164
1968	0.2330793465
1969	0.2329573177
1970	0.2329153399
1971	0.2328486195
1972	0.2327561785
1973	0.232638229
1974	0.2325685156
1975	0.2324365643
1976	0.2323499576
1977	0.2322477332
1978	0.232108274
1979	0.2319861644
1980	0.2318774047
1981	0.2317807708
1982	0.231702306
1983	0.2316089727
1984	0.2315051597
1985	0.2313687155
1986	0.231324651
1987	0.2311770206
1988	0.2310811228
1989	0.231020798
1990	0.2309316561
1991	0.2308268349
1992	0.2306982175
1993	0.2305730195
1994	0.2304760838
1995	0.2304015489
1996	0.2303125937
1997	0.2302219279
1998	0.2301673204
1999	0.2300104462
2000	0.2299121053
2001	0.2298023844
2002	0.229730372
2003	0.2296408213
2004	0.229597937
2005	0.2295309576
2006	0.2295035985
2007	0.2293982955
2008	0.229326703
2009	0.2292328163
2010	0.2290949372
2011	0.2289546974
2012	0.2288840172
2013	0.2287729602
2014	0.2287042458
2015	0.2286181476
2016	0.2285956583
2017	0.2284911263
2018	0.2284065961
2019	0.2283027803
2020	0.2282391612
2021	0.2281606817
2022	0.2280737848
2023	0.227942316
2024	0.22790557
2025	0.2277490639
2026	0.2276593039
2027	0.2276006748
2028	0.2275109919
2029	0.227370909
2030	0.2272602395
2031	0.2271505913
2032	0.2270597617
2033	0.2269918798
2034	0.2269474142
2035	0.226866247
2036	0.2267912605
2037	0.2266811093
2038	0.2265751279
2039	0.2265076162
2040	0.2264221756
2041	0.2262912798
2042	0.2261698607
2043	0.2260895088
2044	0.2259871903
2045	0.2259287628
2046	0.2258758742
2047	0.2257215907
2048	0.2256605495
2049	0.2255650819
2050	0.2254811378
2051	0.2253875949
2052	0.2252629745
2053	0.2251809505
2054	0.2250999644
2055	0.2250222551
2056	0.2249155305
2057	0.2248372208
2058	0.2247552247
2059	0.2246826367
2060	0.2245912555
2061	0.2244880913
2062	0.2243538548
2063	0.2242716672
2064	0.2242045601
2065	0.2241061218
2066	0.2240169835
2067	0.2239542157
2068	0.2239023687
2069	0.2238283901
2070	0.2237174227
2071	0.223623818
2072	0.2235162402
2073	0.2234275636
2074	0.2233476913
2075	0.223269703
2076	0.2231555904
2077	0.2230797922
2078	0.222990384
2079	0.2228797903
2080	0.2227781255
2081	0.2226406753
2082	0.2225847951
2083	0.2225045541
2084	0.2224245221
2085	0.2223725659
2086	0.2222490686
2087	0.2221789935
2088	0.222125679
2089	0.2220717327
2090	0.2219237842
2091	0.2218227405
2092	0.2217287951
2093	0.2216658029
2094	0.2216032329
2095	0.22145543
2096	0.2213840667
2097	0.2213079534
2098	0.2212179122
2099	0.2211058113
2100	0.2209946918
2101	0.2208516395
2102	0.2207854107
2103	0.2207090238
2104	0.2205852872
2105	0.2204398891
2106	0.2203588501
2107	0.2203008327
2108	0.2202218264
2109	0.2201159804
2110	0.220029331
2111	0.2199138598
2112	0.2197982737
2113	0.2197115704
2114	0.2196190342
2115	0.2194924095
2116	0.21938994
2117	0.2193164637
2118	0.2192441605
2119	0.2192046155
2120	0.2191169109
2121	0.2190845337
2122	0.2189617809
2123	0.2188723527
2124	0.21881283
2125	0.2187492391
2126	0.2187183251
2127	0.218674301
2128	0.2185722239
2129	0.2184858871
2130	0.2183796836
2131	0.218323786
2132	0.2182666279
2133	0.2181987785
2134	0.2181170488
2135	0.2180651279
2136	0.2180089057
2137	0.2179311586
2138	0.2177943658
2139	0.2176746065
2140	0.2176079887
2141	0.2174450726
2142	0.2173563968
2143	0.2172689634
2144	0.2172157278
2145	0.2171685471
2146	0.2171080702
2147	0.2170088219
2148	0.2169725713
2149	0.2168773086
2150	0.2168202393
2151	0.2167250091
2152	0.2166339723
2153	0.2165790763
2154	0.2165211189
2155	0.2164028173
2156	0.2163559901
2157	0.2162459092
2158	0.2161769524
2159	0.2161025528
2160	0.2159946928
2161	0.2158606215
2162	0.2157480266
2163	0.215653106
2164	0.2156105311
2165	0.2154516053
2166	0.2153645519
2167	0.2152964116
2168	0.2151913627
2169	0.215106705
2170	0.2148710259
2171	0.2148080855
2172	0.2147283444
2173	0.2146297732
2174	0.2145332628
2175	0.2143787571
2176	0.2143024185
2177	0.2141608372
2178	0.2140839156
2179	0.2140223503
2180	0.2138882648
2181	0.2137264407
2182	0.2136185961
2183	0.2135398588
2184	0.2134628865
2185	0.2133929223
2186	0.213326262
2187	0.2132382808
2188	0.2131461697
2189	0.2130302451
2190	0.2128718062
2191	0.2127738782
2192	0.212666507
2193	0.2125681841
2194	0.2125254557
2195	0.2124949759
2196	0.2124157608
2197	0.2123028931
2198	0.2121454453
2199	0.2120320732
2200	0.2119126549
2201	0.2117963803
2202	0.2117232625
2203	0.2116853897
2204	0.2115497876
2205	0.2114408382
2206	0.2113703587
2207	0.2112725462
2208	0.2111625917
2209	0.2111050313
2210	0.2110180988
2211	0.2109589642
2212	0.2108701363
2213	0.210763159
2214	0.2106701786
2215	0.2105794364
2216	0.2105182448
2217	0.2103543077
2218	0.2102631945
2219	0.2102089222
2220	0.2101416185
2221	0.2100897444
2222	0.2099810141
2223	0.2098775314
2224	0.2097727878
2225	0.2097016848
2226	0.2096060149
2227	0.2095229036
2228	0.2094613633
2229	0.2093244939
2230	0.2092277033
2231	0.2091514437
2232	0.209093823
2233	0.2089868277
2234	0.2088648798
2235	0.2087754414
2236	0.2086830468
2237	0.2086025229
2238	0.2085623004
2239	0.2083888976
2240	0.2083029214
2241	0.2082467692
2242	0.2081555169
2243	0.2080699128
2244	0.2079059666
2245	0.2078517074
2246	0.2077894613
2247	0.2077166613
2248	0.2076108831
2249	0.207554932
2250	0.2074431732
2251	0.2073665588
2252	0.2073052852
2253	0.207200183
2254	0.2071376076
2255	0.2070632294
2256	0.2069703454
2257	0.2068931805
2258	0.2068033199
2259	0.206675645
2260	0.2065850035
2261	0.2065358872
2262	0.2064944672
2263	0.2064299924
2264	0.2063381376
2265	0.2062452969
2266	0.2061520767
2267	0.2060950747
2268	0.2060337594
2269	0.2059286379
2270	0.2058094252
2271	0.2056691437
2272	0.2055772719
2273	0.2054367273
2274	0.2053073671
2275	0.2051944974
2276	0.2051322725
2277	0.2050049512
2278	0.2049171061
2279	0.2048247823
2280	0.2047275993
2281	0.204645181
2282	0.204590352
2283	0.2045000828
2284	0.2044479713
2285	0.2044179182
2286	0.2043207401
2287	0.2042681937
2288	0.2041521108
2289	0.2040620083
2290	0.2040006099
2291	0.2039171317
2292	0.2038378817
2293	0.2037246805
2294	0.2036702632
2295	0.2036131595
2296	0.2035436089
2297	0.2034944703
2298	0.2034223965
2299	0.2033566418
2300	0.2032700677
2301	0.203200935
2302	0.2031023756
2303	0.2030230574
2304	0.2029692348
2305	0.2029135931
2306	0.2028187503
2307	0.2027578138
2308	0.2026884721
2309	0.2026086265
2310	0.2025601918
2311	0.2025150945
2312	0.2024754515
2313	0.2024481437
2314	0.2023524466
2315	0.2022747632
2316	0.2022242223
2317	0.2021734163
2318	0.202074344
2319	0.2020069159
2320	0.2019371617
2321	0.2018396603
2322	0.2017844105
2323	0.2016549248
2324	0.2015604278
2325	0.2014793636
2326	0.2013833034
2327	0.2013257217
2328	0.2012969478
2329	0.2011894722
2330	0.2011109772
2331	0.2010114748
2332	0.2009856489
2333	0.2009051394
2334	0.2008490514
2335	0.2008104717
2336	0.2007336808
2337	0.2006698703
2338	0.2006000857
2339	0.2005187753
2340	0.2004447679
2341	0.2004006184
2342	0.2003434861
2343	0.2002956475
2344	0.2002169987
2345	0.2001713106
2346	0.2000811766
2347	0.1999298392
2348	0.1998450921
2349	0.199781533
2350	0.1997252575
2351	0.1996830645
2352	0.1996339202
2353	0.1995745286
2354	0.1994509373
2355	0.1994056736
2356	0.1993321081
2357	0.1992910976
2358	0.1991804494
2359	0.1991218143
2360	0.1990559862
2361	0.1990241307
2362	0.1989255203
2363	0.1988857162
2364	0.1988462398
2365	0.1987827673
2366	0.198684526
2367	0.1986068999
2368	0.1985572015
2369	0.1984869256
2370	0.1983907352
2371	0.1982664561
2372	0.1981602138
2373	0.198073347
2374	0.1980266284
2375	0.1979359648
2376	0.1978451222
2377	0.1977494075
2378	0.1976517078
2379	0.1975501104
2380	0.1974431742
2381	0.1973873831
2382	0.1973255509
2383	0.1972595569
2384	0.1971729283
2385	0.1971293775
2386	0.1970662774
2387	0.1969912274
2388	0.1969430593
2389	0.1968955731
2390	0.1968287587
2391	0.1967023159
2392	0.1966660568
2393	0.1966269468
2394	0.1965479806
2395	0.1965021304
2396	0.1964441534
2397	0.1963937101
2398	0.196309976
2399	0.1962223779
2400	0.1961559339
2401	0.1960644129
2402	0.1959298637
2403	0.1958519107
2404	0.1958005991
2405	0.1957584902
2406	0.1957135102
2407	0.1956486935
2408	0.1955569087
2409	0.1954854964
2410	0.1954716606
2411	0.1953837861
2412	0.1953186562
2413	0.1952252276
2414	0.1951498797
2415	0.1951074684
2416	0.1950763589
2417	0.1949823176
2418	0.1949229897
2419	0.1948145925
2420	0.194765786
2421	0.1946843423
2422	0.1946230267
2423	0.194550919
2424	0.1944784353
2425	0.1944145671
2426	0.1943125128
2427	0.1942507497
2428	0.1941649992
2429	0.1940980871
2430	0.1940650121
2431	0.1939881839
2432	0.193906934
2433	0.1938244411
2434	0.1937403138
2435	0.1936765249
2436	0.1936222484
2437	0.1935474987
2438	0.1935090062
2439	0.1934324349
2440	0.1933122632
2441	0.1932037698
2442	0.193140577
2443	0.1930745795
2444	0.192973324
2445	0.1929178351
2446	0.1928587845
2447	0.1927905924
2448	0.1927169153
2449	0.192667441
2450	0.192587082
2451	0.1925323719
2452	0.1924638361
2453	0.1924212233
2454	0.1923340188
2455	0.1922609718
2456	0.1922093444
2457	0.1921383479
2458	0.1920677991
2459	0.192000627
2460	0.1919199308
2461	0.1918729118
2462	0.1918176246
2463	0.1917610387
2464	0.1916823763
2465	0.1916345206
2466	0.1915325888
2467	0.1914062987
2468	0.1913170624
2469	0.1912453558
2470	0.1911724097
2471	0.1911294789
2472	0.1910583275
2473	0.1909624543
2474	0.1908674755
2475	0.1907904424
2476	0.1906701188
2477	0.1906403645
2478	0.1906022408
2479	0.1905254436
2480	0.1904762351
2481	0.1903952773
2482	0.1903690333
2483	0.1902715116
2484	0.1902068731
2485	0.1900921607
2486	0.190019217
2487	0.189954973
2488	0.1898673929
2489	0.1897873181
2490	0.1897468777
2491	0.189652053
2492	0.1896059216
2493	0.1895385941
2494	0.1894255826
2495	0.1893154125
2496	0.1892601964
2497	0.1891971807
2498	0.18914751
2499	0.1890751816
